split,label,precision,recall,f1,support
heur_len,estruturaSedimentar,0.75,0.75,0.75,16
heur_len,fosseis,0.625,0.7142857142857143,0.6666666666666666,28
heur_len,geomorfologia,0.75,1.0,0.8571428571428571,6
heur_len,granulometria,0.84375,0.9,0.870967741935484,30
heur_len,idade,0.8888888888888888,0.9696969696969697,0.927536231884058,165
heur_len,magmaticas,0.8771929824561403,0.9259259259259259,0.9009009009009009,108
heur_len,metamorficas,0.8023255813953488,0.8214285714285714,0.8117647058823529,84
heur_len,mineral,0.8823529411764706,0.9782608695652174,0.9278350515463919,46
heur_len,periodo,0.8805970149253731,0.9752066115702479,0.9254901960784313,121
heur_len,planctonico,0.8333333333333334,0.9459459459459459,0.8860759493670887,37
heur_len,procedimentoMetodologico,0.9393939393939394,0.96875,0.9538461538461539,32
heur_len,sedimentaresCarbonaticas,0.8529411764705882,0.8529411764705882,0.8529411764705882,68
heur_len,sedimentaresOrganicas,1.0,1.0,1.0,3
heur_len,sedimentaresQuimicas,0.0,0.0,0.0,1
heur_len,sedimentaresSiliciclasticas,0.8416289592760181,0.8815165876777251,0.861111111111111,211
heur_len,sistemaPetrolifero,0.868421052631579,0.9428571428571428,0.904109589041096,35
heur_len,unidadeEstratigrafica,0.8125,0.8666666666666667,0.8387096774193549,150
heur_len,unidadeGeotectonica,0.5,0.3333333333333333,0.4,6
heur_rare,ambienteSedimentacao,0.7307692307692307,0.6129032258064516,0.6666666666666667,31
heur_rare,baciaSedimentar,0.8125,0.8813559322033898,0.8455284552845529,118
heur_rare,bentonico,0.5,0.5,0.5,2
heur_rare,campoPetrolifero,0.0,0.0,0.0,1
heur_rare,constituinteRochaSedimentar,0.8064516129032258,0.6944444444444444,0.746268656716418,36
heur_rare,contextoGeologicoDeBacia,0.6850828729281768,0.8104575163398693,0.7425149700598803,153
heur_rare,elementoQuimico,0.8888888888888888,0.8888888888888888,0.8888888888888888,9
heur_rare,eon,0.925,0.8809523809523809,0.9024390243902439,42
heur_rare,epoca,0.9013157894736842,0.9716312056737588,0.9351535836177474,141
heur_rare,era,0.8674698795180723,0.96,0.9113924050632911,75
heur_rare,estratigrafia,0.7647058823529411,0.8297872340425532,0.7959183673469387,47
heur_rare,estruturaGeologica,0.47368421052631576,0.6428571428571429,0.5454545454545454,14
heur_rare,estruturaSedimentar,0.6896551724137931,0.7692307692307693,0.7272727272727274,26
heur_rare,fosseis,0.75,0.6,0.6666666666666665,25
heur_rare,geomorfologia,1.0,0.6666666666666666,0.8,12
heur_rare,granulometria,0.8846153846153846,0.92,0.9019607843137256,25
heur_rare,idade,0.8617021276595744,0.9818181818181818,0.9178470254957507,165
heur_rare,magmaticas,0.8789808917197452,0.9517241379310345,0.913907284768212,145
heur_rare,metamorficas,0.7361111111111112,0.9636363636363636,0.8346456692913387,55
heur_rare,mineral,0.7735849056603774,1.0,0.8723404255319149,41
heur_rare,periodo,0.8472222222222222,0.9242424242424242,0.8840579710144927,132
heur_rare,planctonico,0.8214285714285714,1.0,0.9019607843137255,23
heur_rare,procedimentoMetodologico,0.9736842105263158,0.8809523809523809,0.925,42
heur_rare,sedimentaresCarbonaticas,0.7808219178082192,0.8260869565217391,0.8028169014084506,69
heur_rare,sedimentaresOrganicas,0.75,1.0,0.8571428571428571,3
heur_rare,sedimentaresQuimicas,0.0,0.0,0.0,2
heur_rare,sedimentaresSiliciclasticas,0.8491379310344828,0.8873873873873874,0.86784140969163,222
heur_rare,sistemaPetrolifero,0.9629629629629629,0.9629629629629629,0.9629629629629629,27
heur_rare,unidadeEstratigrafica,0.7904191616766467,0.9103448275862069,0.8461538461538463,145
heur_rare,unidadeGeotectonica,1.0,0.2857142857142857,0.4444444444444445,7
advs,ambienteSedimentacao,0.6739130434782609,0.34065934065934067,0.45255474452554745,91
advs,baciaSedimentar,0.7700534759358288,0.8275862068965517,0.7977839335180056,174
advs,bentonico,1.0,0.16666666666666666,0.2857142857142857,6
advs,constituinteRochaSedimentar,0.925,0.43529411764705883,0.592,85
advs,contextoGeologicoDeBacia,0.6666666666666666,0.780952380952381,0.719298245614035,210
advs,elementoQuimico,0.8,1.0,0.888888888888889,4
advs,eon,0.95,0.8636363636363636,0.9047619047619048,22
advs,epoca,0.9743589743589743,0.8837209302325582,0.9268292682926831,86
advs,era,0.8913043478260869,0.9534883720930233,0.9213483146067417,43
advs,estratigrafia,0.8731343283582089,0.841726618705036,0.8571428571428571,139
advs,estruturaGeologica,0.4666666666666667,0.4375,0.45161290322580644,16
advs,estruturaSedimentar,0.23809523809523808,0.08620689655172414,0.12658227848101267,58
advs,fosseis,0.6119402985074627,0.6949152542372882,0.6507936507936508,59
advs,geomorfologia,1.0,0.7692307692307693,0.8695652173913044,13
advs,granulometria,0.7631578947368421,0.7073170731707317,0.7341772151898733,82
advs,idade,0.7758620689655172,0.9278350515463918,0.8450704225352114,97
advs,magmaticas,0.75,0.9642857142857143,0.8437499999999999,56
advs,metamorficas,0.6588235294117647,0.9032258064516129,0.761904761904762,62
advs,mineral,0.9347826086956522,0.9555555555555556,0.945054945054945,45
advs,periodo,0.9411764705882353,0.9090909090909091,0.9248554913294799,88
advs,planctonico,0.6666666666666666,1.0,0.8,14
