split,label,precision,recall,f1,support
heur_rare,granulometria,0.8518518518518519,0.92,0.8846153846153846,25
heur_rare,idade,0.92,0.9757575757575757,0.9470588235294117,165
heur_rare,magmaticas,0.8947368421052632,0.9379310344827586,0.9158249158249158,145
heur_rare,metamorficas,0.7323943661971831,0.9454545454545454,0.8253968253968254,55
heur_rare,mineral,0.8163265306122449,0.975609756097561,0.888888888888889,41
heur_rare,periodo,0.8620689655172413,0.946969696969697,0.9025270758122743,132
heur_rare,planctonico,0.7666666666666667,1.0,0.8679245283018869,23
heur_rare,procedimentoMetodologico,0.9736842105263158,0.8809523809523809,0.925,42
heur_rare,sedimentaresCarbonaticas,0.7333333333333333,0.7971014492753623,0.7638888888888887,69
heur_rare,sedimentaresOrganicas,0.75,1.0,0.8571428571428571,3
heur_rare,sedimentaresQuimicas,0.0,0.0,0.0,2
heur_rare,sedimentaresSiliciclasticas,0.7991803278688525,0.8783783783783784,0.8369098712446353,222
heur_rare,sistemaPetrolifero,0.9285714285714286,0.9629629629629629,0.9454545454545454,27
heur_rare,unidadeEstratigrafica,0.7976190476190477,0.9241379310344827,0.8562300319488818,145
heur_rare,unidadeGeotectonica,0.3333333333333333,0.14285714285714285,0.2,7
advs,ambienteSedimentacao,0.44047619047619047,0.4065934065934066,0.4228571428571429,91
advs,baciaSedimentar,0.7934782608695652,0.8390804597701149,0.8156424581005586,174
advs,bentonico,0.6,0.5,0.5454545454545454,6
advs,constituinteRochaSedimentar,0.9565217391304348,0.5176470588235295,0.6717557251908397,85
advs,contextoGeologicoDeBacia,0.6837606837606838,0.7619047619047619,0.7207207207207207,210
advs,elementoQuimico,0.8,1.0,0.888888888888889,4
advs,eon,0.9523809523809523,0.9090909090909091,0.9302325581395349,22
advs,epoca,0.975609756097561,0.9302325581395349,0.9523809523809524,86
advs,era,0.8367346938775511,0.9534883720930233,0.8913043478260869,43
advs,estratigrafia,0.8676470588235294,0.8489208633093526,0.8581818181818183,139
advs,estruturaGeologica,0.3888888888888889,0.4375,0.411764705882353,16
advs,estruturaSedimentar,0.17647058823529413,0.05172413793103448,0.08,58
advs,fosseis,0.7457627118644068,0.7457627118644068,0.7457627118644068,59
advs,geomorfologia,1.0,0.7692307692307693,0.8695652173913044,13
advs,granulometria,0.7894736842105263,0.7317073170731707,0.7594936708860759,82
advs,idade,0.7739130434782608,0.9175257731958762,0.839622641509434,97
advs,magmaticas,0.7164179104477612,0.8571428571428571,0.7804878048780487,56
advs,metamorficas,0.725,0.9354838709677419,0.8169014084507041,62
advs,mineral,0.9767441860465116,0.9333333333333333,0.9545454545454545,45
advs,periodo,0.9166666666666666,0.875,0.8953488372093024,88
advs,planctonico,0.7777777777777778,1.0,0.8750000000000001,14
advs,procedimentoMetodologico,0.9411764705882353,0.8648648648648649,0.9014084507042254,37
advs,sedimentaresCarbonaticas,0.8082191780821918,0.8137931034482758,0.8109965635738832,145
advs,sedimentaresOrganicas,0.7,1.0,0.8235294117647058,7
advs,sedimentaresQuimicas,0.0,0.0,0.0,7
advs,sedimentaresSiliciclasticas,0.787085514834206,0.8509433962264151,0.8177697189483228,530
advs,sistemaPetrolifero,1.0,1.0,1.0,13
advs,unidadeEstratigrafica,0.8204225352112676,0.8503649635036497,0.8351254480286738,274
advs,unidadeGeotectonica,0.8333333333333334,0.625,0.7142857142857143,8
