split,label,precision,recall,f1,support
loc,CARACTERISTICA_SENSORIAL_AROMA,0.635593220338983,0.646551724137931,0.641025641025641,464
loc,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,0.8080808080808081,0.7339449541284404,0.7692307692307693,109
loc,CARACTERISTICA_SENSORIAL_COR,0.7692307692307693,0.7575757575757576,0.7633587786259541,198
loc,CARACTERISTICA_SENSORIAL_SABOR,0.5850746268656717,0.4336283185840708,0.49809402795425667,452
loc,CLASSIFICACAO_BEBIDA,0.7985347985347986,0.8790322580645161,0.8368522072936659,248
loc,EQUIPAMENTO_DESTILACAO,0.746268656716418,0.7692307692307693,0.7575757575757576,65
loc,GRADUACAO_ALCOOLICA,0.8596491228070176,0.9074074074074074,0.8828828828828829,108
loc,NOME_BEBIDA,0.7386804657179818,0.7415584415584415,0.7401166558651977,770
loc,NOME_LOCAL,0.9065934065934066,0.9301014656144306,0.9181969949916529,887
loc,NOME_ORGANIZACAO,0.5372168284789643,0.6360153256704981,0.5824561403508771,261
loc,NOME_PESSOA,0.8706896551724138,0.8244897959183674,0.8469601677148847,245
loc,PRECO,0.0,0.0,0.0,4
loc,RECIPIENTE_ARMAZENAMENTO,0.9064748201438849,0.8689655172413793,0.8873239436619718,290
loc,TEMPO,0.8770949720670391,0.8650137741046832,0.8710124826629682,363
loc,TEMPO_ARMAZENAMENTO,0.9030837004405287,0.9447004608294931,0.9234234234234235,217
loc,TIPO_MADEIRA,0.9341894060995185,0.9509803921568627,0.9425101214574898,612
loc,VOLUME,0.9174311926605505,0.9852216748768473,0.9501187648456058,203
reverse,CARACTERISTICA_SENSORIAL_AROMA,0.30612244897959184,0.10638297872340426,0.15789473684210528,846
reverse,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,0.925531914893617,0.3551020408163265,0.5132743362831859,245
reverse,CARACTERISTICA_SENSORIAL_COR,0.3096085409252669,0.20185614849187936,0.24438202247191013,431
reverse,CARACTERISTICA_SENSORIAL_SABOR,0.38622754491017963,0.42644628099173554,0.40534171249018064,605
reverse,CLASSIFICACAO_BEBIDA,0.8920863309352518,0.5188284518828452,0.6560846560846562,478
reverse,EQUIPAMENTO_DESTILACAO,0.8156028368794326,0.5111111111111111,0.628415300546448,225
reverse,GRADUACAO_ALCOOLICA,0.5609756097560976,0.8214285714285714,0.6666666666666667,84
reverse,NOME_BEBIDA,0.6847360912981455,0.8121827411167513,0.7430340557275542,591
reverse,NOME_LOCAL,0.8456896551724138,0.8612818261633012,0.8534145280556763,1139
reverse,NOME_ORGANIZACAO,0.6698564593301436,0.5668016194331984,0.6140350877192984,494
reverse,NOME_PESSOA,0.8709677419354839,0.8255395683453237,0.8476454293628809,556
reverse,PRECO,0.0,0.0,0.0,323
reverse,RECIPIENTE_ARMAZENAMENTO,0.890625,0.7972027972027972,0.8413284132841329,572
reverse,TEMPO,0.8384074941451991,0.8861386138613861,0.861612515042118,404
reverse,TEMPO_ARMAZENAMENTO,0.7695390781563126,0.8648648648648649,0.8144220572640509,444
reverse,TIPO_MADEIRA,0.9202072538860103,0.9347368421052632,0.9274151436031332,950
reverse,VOLUME,0.2364475201845444,0.9808612440191388,0.3810408921933086,209
semantic,CARACTERISTICA_SENSORIAL_AROMA,0.0,0.0,0.0,0
semantic,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,1.0,0.8,0.888888888888889,50
semantic,CARACTERISTICA_SENSORIAL_SABOR,0.75,0.8709677419354839,0.8059701492537312,31
semantic,CLASSIFICACAO_BEBIDA,0.6428571428571429,0.5294117647058824,0.5806451612903226,17
semantic,GRADUACAO_ALCOOLICA,0.7995824634655533,0.9896640826873385,0.884526558891455,387
semantic,NOME_BEBIDA,1.0,1.0,1.0,12
semantic,NOME_LOCAL,1.0,1.0,1.0,244
semantic,PRECO,0.0,0.0,0.0,710
semantic,RECIPIENTE_ARMAZENAMENTO,0.0,0.0,0.0,0
semantic,TEMPO,1.0,1.0,1.0,66
semantic,TEMPO_ARMAZENAMENTO,0.9796954314720813,0.9747474747474747,0.9772151898734176,198
semantic,TIPO_MADEIRA,0.9848484848484849,0.9848484848484849,0.9848484848484849,66
semantic,VOLUME,0.9937759336099585,0.9560878243512974,0.9745676500508647,1002
heur_len,CARACTERISTICA_SENSORIAL_AROMA,0.7594339622641509,0.8214285714285714,0.7892156862745098,196
heur_len,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,0.9019607843137255,0.8846153846153846,0.8932038834951457,52
heur_len,CARACTERISTICA_SENSORIAL_COR,0.9327731092436975,0.9327731092436975,0.9327731092436976,119
heur_len,CARACTERISTICA_SENSORIAL_SABOR,0.8050314465408805,0.7314285714285714,0.7664670658682634,175
heur_len,CLASSIFICACAO_BEBIDA,0.9444444444444444,0.9732824427480916,0.9586466165413535,262
heur_len,EQUIPAMENTO_DESTILACAO,0.9242424242424242,0.9384615384615385,0.9312977099236641,65
heur_len,GRADUACAO_ALCOOLICA,0.9951923076923077,0.9951923076923077,0.9951923076923077,208
heur_len,NOME_BEBIDA,0.8961832061068702,0.9258675078864353,0.9107835531419705,634
heur_len,NOME_LOCAL,0.9627906976744186,0.9695550351288056,0.9661610268378062,854
heur_len,NOME_ORGANIZACAO,0.88,0.8844221105527639,0.8822055137844611,199
heur_len,NOME_PESSOA,0.921875,0.944,0.9328063241106719,125
heur_len,PRECO,0.9411764705882353,0.9943502824858758,0.9670329670329672,177
heur_len,RECIPIENTE_ARMAZENAMENTO,0.946524064171123,0.9619565217391305,0.954177897574124,184
heur_len,TEMPO,0.9799196787148594,0.9644268774703557,0.9721115537848606,253
heur_len,TEMPO_ARMAZENAMENTO,0.9684684684684685,0.9953703703703703,0.9817351598173515,216
heur_len,TIPO_MADEIRA,0.968,0.9641434262948207,0.9660678642714571,502
heur_len,VOLUME,0.9961977186311787,0.9776119402985075,0.9868173258003767,536
heur_rare,CARACTERISTICA_SENSORIAL_AROMA,0.7327586206896551,0.7172995780590717,0.7249466950959489,237
heur_rare,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,0.8166666666666667,0.765625,0.7903225806451613,64
heur_rare,CARACTERISTICA_SENSORIAL_COR,0.7047619047619048,0.7956989247311828,0.7474747474747475,93
heur_rare,CARACTERISTICA_SENSORIAL_SABOR,0.5941422594142259,0.6255506607929515,0.609442060085837,227
heur_rare,CLASSIFICACAO_BEBIDA,0.8229166666666666,0.8926553672316384,0.8563685636856369,177
heur_rare,EQUIPAMENTO_DESTILACAO,0.8103448275862069,0.8392857142857143,0.8245614035087718,56
heur_rare,GRADUACAO_ALCOOLICA,0.8243243243243243,0.8970588235294118,0.8591549295774648,68
heur_rare,NOME_BEBIDA,0.75,0.8314606741573034,0.788632326820604,534
heur_rare,NOME_LOCAL,0.8967851099830795,0.8877721943048577,0.8922558922558923,597
heur_rare,NOME_ORGANIZACAO,0.6198347107438017,0.6944444444444444,0.6550218340611353,216
heur_rare,NOME_PESSOA,0.8358974358974359,0.8358974358974359,0.8358974358974359,195
heur_rare,PRECO,0.96875,0.9587628865979382,0.9637305699481865,97
heur_rare,RECIPIENTE_ARMAZENAMENTO,0.8678414096916299,0.8755555555555555,0.8716814159292035,225
heur_rare,TEMPO,0.8911764705882353,0.9294478527607362,0.9099099099099099,326
heur_rare,TEMPO_ARMAZENAMENTO,0.9151515151515152,0.9096385542168675,0.9123867069486404,166
heur_rare,TIPO_MADEIRA,0.9204819277108434,0.9646464646464646,0.9420468557336622,396
heur_rare,VOLUME,0.8624338624338624,0.9532163742690059,0.9055555555555557,171
std,CARACTERISTICA_SENSORIAL_AROMA,0.7923497267759563,0.8430232558139535,0.8169014084507042,172
std,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,0.95,0.8444444444444444,0.8941176470588236,45
std,CARACTERISTICA_SENSORIAL_COR,0.831858407079646,0.8173913043478261,0.8245614035087718,115
std,CARACTERISTICA_SENSORIAL_SABOR,0.8243243243243243,0.7672955974842768,0.7947882736156352,159
std,CLASSIFICACAO_BEBIDA,0.9383561643835616,0.9785714285714285,0.9580419580419579,280
std,EQUIPAMENTO_DESTILACAO,0.8955223880597015,0.9375,0.9160305343511451,64
std,GRADUACAO_ALCOOLICA,0.9823008849557522,1.0,0.9910714285714286,222
std,NOME_BEBIDA,0.9069400630914827,0.9349593495934959,0.9207365892714171,615
std,NOME_LOCAL,0.9614961496149615,0.9721913236929922,0.9668141592920354,899
std,NOME_ORGANIZACAO,0.8888888888888888,0.9056603773584906,0.897196261682243,212
std,NOME_PESSOA,0.9444444444444444,0.9315068493150684,0.9379310344827586,146
std,PRECO,0.9482758620689655,0.9939759036144579,0.9705882352941175,166
